review_id,product_category,product_name,review_text,rating,review_date,verified_purchase,helpful_votes
REV01070,Fashion,Backpack,middle of the road experience. i might consider other brands next time. 🙂,3.0,2024-06-30,False,5
REV01568,Books & Media,Kids Story Set,"middle of the road experience. packaging was standard, nothing memorable. 🙂",3.0,2025-12-08,True,2
REV00945,Books & Media,Biography,This is exactly what I needed. The build quality feels premium and sturdy. 😊,5.0,2025-09-15,True,14
REV00233,Electronics,Wireless Earbuds,"Five stars, no doubt. The packaging was neat and nothing was damaged. ❤️",5.0,2024-02-26,True,1
REV01201,Beauty & Personal Care,Hair Dryer,Absolutely loved this product! It looks even better than the pictures online. 🔥,4.0,2024-11-05,True,0
REV00777,Books & Media,Self-Help Book,"Couldn't be happier with this purchase. Delivery was super fast, arrived a day early. 🔥 www.shopreview-site.com/r/12345   ",5.0,2025-03-02,True,6
REV00501,Books & Media,Cookbook,"It's exactly what was advertised, nothing more. Some features could be improved in future versions. 🤷",3.0,2025-12-02,True,2
REV00950,Sports & Outdoors,Cycling Helmet,Best purchase I've made this year. It's comfortable and fits perfectly. ✨,4.0,2025-12-17,False,4
REV01009,Books & Media,Biography,<br>I'm so impressed with the quality. Setup was simple and took less than five minutes. ✨,4.0,2024-04-23,True,6
REV00996,Sports & Outdoors,Yoga Mat,Absolutely loved this product! My family loves it just as much as I do. ✨,5.0,2024-08-21,True,0
REV01560,Fashion,Leather Wallet,A  decent option if you're on a budget. There are better alternatives but this works fine too.,3.0,2024-11-18,True,0
REV01502,Home & Kitchen,Non-Stick Pan Set,"It's  fine, meets basic expectations. It does what it says, just don't expect much extra. 🙂",3.0,2025-11-07,True,2
REV00859,Beauty & Personal Care,Moisturizer Cream,This was a complete waste of time. The size was completely different from what was described. 😡,1.0,2025-03-02,False,3
REV00743,Fashion,Cotton T-Shirt,Absolutely loved this product! Customer service was quick to respond when I had a question. 🔥 https://bit.ly/3xample,4.0,2024-09-29,True,1
REV01463,Books & Media,Comic Collection,,4.0,2025-04-10,False,6
REV00362,Electronics,Wireless Earbuds,"Not worth the money at all. It doesn't match the pictures shown online at all. On the plus side, it did arrive quickly.",1.0,2025-08-11,False,4
REV01566,Home & Kitchen,Electric Kettle,Couldn't be happier with this purchase. My family loves it just as much as I do. ❤️,5.0,2025-11-04,True,5
REV01416,Books & Media,Cookbook,Couldn't be happier with this purchase. The packaging was neat and nothing was damaged. 😊,4.0,2025-01-30,True,3
REV00352,Beauty & Personal Care,Lip Balm Set,"Best purchase I've made this year. Delivery was super fast, arrived a day early. 👍",4.0,2025-02-02,False,0
REV01327,Fashion,Leather Wallet,Highly recommend this to everyone. It's comfortable and fits perfectly. 😊,4.0,2024-09-13,False,0
REV00811,Books & Media,Fiction Novel,Fantastic value for the price. Battery life lasts way longer than advertised. 👍,4.0,2025-01-22,True,0
REV01507,Books & Media,Biography,Average quality for the price. Some features could be improved in future versions. 🙂,3.0,2024-08-22,True,1
REV00324,Books & Media,Biography,exceeded my expectations. customer service was quick to respond when i had a question. 😊,4.0,2024-08-21,False,3
REV01700,Books & Media,Fiction Novel,reasonable purchase overall. shipping took the standard amount of time. 🙂,3.0,2024-12-03,True,2
REV00731,Sports & Outdoors,Camping Tent,"Couldn't be happier with this purchase. Delivery was super fast, arrived a day early. 😊",4.0,2025-06-28,True,3
REV01359,Home & Kitchen,Air Fryer,<p>I'm so impressed with the quality. The build quality feels premium and sturdy. ❤️,5.0,2024-10-17,True,10
REV00821,Electronics,Wireless Earbuds,Best purchase I've made this year. Battery life lasts way longer than advertised. 🔥,4.0,2024-05-05,True,5
REV01798,Beauty & Personal Care,Lip Balm Set,"Five stars, no doubt. The packaging was neat and nothing was damaged. ❤️",4.0,2024-03-09,True,3
REV00543,Beauty & Personal Care,Electric Trimmer,Fantastic  value for the price. The color and finish look great in person. 🔥,5.0,2025-01-10,True,1
REV01751,Fashion,Leather Wallet,"It's  fine, meets basic expectations. There are better alternatives but this works fine too.",3.0,2025-10-20,True,4
REV00526,Fashion,Sunglasses,I'm so impressed with the quality. It looks even better than the pictures online. ✨,5.0,2024-04-26,True,2
REV01793,Fashion,Denim Jacket,Highly recommend this to everyone. Battery life lasts way longer than advertised. 🔥,4.0,2024-01-12,True,1
REV01243,Beauty & Personal Care,Electric Trimmer,Highly recommend this to everyone. The packaging was neat and nothing was damaged. 😊 even though customer service was slow to respond.,4.0,2024-04-12,True,11
REV00459,Books & Media,Biography,Reasonable purchase overall. Good enough for occasional use. 🤷,3.0,2024-08-19,True,8
REV00478,Electronics,Power Bank,"Fantastic  value for the price. Delivery was super fast, arrived a day early. ✨",4.0,2025-10-24,True,1
REV00651,Electronics,Wireless Earbuds,I regret buying this. Customer support never replied to my emails. 👎,1.0,2024-02-17,True,8
REV00959,Home & Kitchen,Non-Stick Pan Set,This  is exactly what I needed. Battery life lasts way longer than advertised. ❤️,5.0,2025-08-23,True,2
REV01107,Fashion,Sunglasses,Really disappointed with this purchase. The stitching came apart almost immediately. 😡,1.0,2025-01-19,True,9
REV00014,Home & Kitchen,Vacuum Cleaner,A DECENT OPTION IF YOU'RE ON A BUDGET. I MIGHT CONSIDER OTHER BRANDS NEXT TIME.,3.0,2024-01-08,True,2
REV01528,Home & Kitchen,Non-Stick Pan Set,I'm so impressed with the quality. Battery life lasts way longer than advertised.,5.0,2025-11-14,False,10
REV00974,Home & Kitchen,Blender,This is exactly what I needed. My family loves it just as much as I do. ✨ even though customer service was slow to respond.,4.0,2025-06-29,True,0
REV01268,Fashion,Denim Jacket,Best purchase I've made this year. Setup was simple and took less than five minutes. 🔥 but I wish it came in more color options.,5.0,2025-10-04,True,5
REV00369,Sports & Outdoors,Camping Tent,"Five stars, no doubt. The build quality feels premium and sturdy. 🔥 although it took longer to arrive than promised.",4.0,2024-12-29,True,5
REV00984,Beauty & Personal Care,Hair Dryer,Average quality for the price. I might consider other brands next time.,3.0,2024-09-07,True,1
REV00342,Beauty & Personal Care,Moisturizer Cream,"It's fine, meets basic expectations. Good enough for occasional use. 🙂",3.0,2024-05-17,True,3
REV00971,Home & Kitchen,Blender,&amp;This broke within a few days of use. I found scratches on it right out of the packaging. 👎,1.0,2024-07-09,True,1
REV00707,Books & Media,Comic Collection,Does the job but nothing extraordinary. Shipping took the standard amount of time. 🤷 www.shopreview-site.com/r/12345,3.0,2024-09-20,True,0
REV00661,Electronics,Bluetooth Speaker,"It's  fine, meets basic expectations. There are better alternatives but this works fine too.",3.0,2024-05-11,True,0
REV00692,Books & Media,Cookbook,Works like a charm. My family loves it just as much as I do.,5.0,2024-02-05,False,0
REV00280,Books & Media,Cookbook,I'm so impressed with the quality. Customer service was quick to respond when I had a question. ✨,5.0,2025-11-28,True,2
REV00603,Electronics,USB-C Hub,Best purchase I've made this year. The color and finish look great in person. 😊,4.0,2025-11-28,True,4
REV01364,Electronics,Laptop Stand,I regret buying this. It doesn't match the pictures shown online at all. 💔,1.0,2024-11-24,True,0
REV00318,Electronics,Smartwatch,Extremely poor quality. The stitching came apart almost immediately. 😡,2.0,2024-03-15,True,1
REV01589,Electronics,Power Bank,Highly recommend this to everyone. The build quality feels premium and sturdy.,5.0,2024-12-29,True,6
REV01705,Home & Kitchen,Bedsheet Set,"It's fine, meets basic expectations. There are better alternatives but this works fine too. 🤷   ",3.0,2024-03-30,True,0
REV00963,Electronics,Smartwatch,"Five stars, no doubt. Customer service was quick to respond when I had a question. ✨ https://bit.ly/3xample",5.0,2024-11-06,True,0
REV00401,Electronics,Laptop Stand,Highly recommend this to everyone. The build quality feels premium and sturdy.,5.0,2025-03-20,True,0
REV00336,Sports & Outdoors,Water Bottle,Does the job but nothing extraordinary. There are better alternatives but this works fine too. 🤷,3.0,2024-06-18,True,6
REV00169,Fashion,Backpack,this is exactly what i needed. battery life lasts way longer than advertised. 🔥,5.0,2024-12-22,True,3
REV00595,Books & Media,Biography,Average quality for the price. The design is simple but functional. 🙂,3.0,2024-08-28,True,3
REV01153,Home & Kitchen,Blender,Best purchase I've made this year. The color and finish look great in person. 👍,5.0,2025-05-28,True,1
REV00482,Books & Media,Kids Story Set,Average  quality for the price. Good enough for occasional use. 🙂 http://example-shop.com/review,3.0,2025-09-25,True,1
REV00506,Beauty & Personal Care,Face Serum,Does the job but nothing extraordinary. There are better alternatives but this works fine too. 🙂,3.0,2025-05-23,True,13
REV01088,Home & Kitchen,Blender,Average quality for the price. The design is simple but functional.,3.0,2025-09-25,True,5
REV00179,Fashion,Leather Wallet,Would not recommend this to anyone. I found scratches on it right out of the packaging. 😢,1.0,2025-05-24,True,2
REV01430,Sports & Outdoors,Camping Tent,I regret buying this. The material feels cheap and flimsy. 😢,1.0,2025-09-20,True,0
REV01475,Sports & Outdoors,Dumbbell Set,I'm  so impressed with the quality. The build quality feels premium and sturdy. 😊,4.0,2025-12-18,False,8
REV00942,Books & Media,Biography,Fantastic value for the price. Customer service was quick to respond when I had a question. 🔥,5.0,2025-12-31,True,4
REV01458,Electronics,Power Bank,"It works as described, no complaints, no excitement. The design is simple but functional. 🙂",3.0,2025-03-24,False,3
REV00366,Home & Kitchen,Vacuum Cleaner,I regret buying this. The stitching came apart almost immediately. 👎,2.0,2025-01-25,True,5
REV00776,Sports & Outdoors,Cycling Helmet,I'm so impressed with the quality. It looks even better than the pictures online. 👍 but the delivery experience could definitely be better.,5.0,2025-03-10,True,2
REV01433,Beauty & Personal Care,Hair Dryer,&amp;Best purchase I've made this year. The packaging was neat and nothing was damaged. ❤️,4.0,2024-01-10,True,2
REV00998,Fashion,Denim Jacket,i'm  so impressed with the quality. the color and finish look great in person. ✨,5.0,2025-03-28,True,3
REV00320,Home & Kitchen,Electric Kettle,"It's fine, meets basic expectations. Good enough for occasional use.",3.0,2024-12-20,True,1
REV01587,Fashion,Denim Jacket,I want a refund immediately. It stopped working after just one week. 👎,2.0,2024-02-18,True,0
REV01651,Sports & Outdoors,Cycling Helmet,Works like a charm. The color and finish look great in person.,4.0,2025-10-16,True,17
REV00903,Books & Media,Comic Collection,Fantastic  value for the price. The packaging was neat and nothing was damaged. ❤️,4.0,2024-12-15,True,4
REV01298,Home & Kitchen,Air Fryer,THIS BROKE WITHIN A FEW DAYS OF USE. THE SIZE WAS COMPLETELY DIFFERENT FROM WHAT WAS DESCRIBED. 👎,2.0,2024-06-10,False,4
REV01553,Beauty & Personal Care,Face Serum,Average quality for the price. Shipping took the standard amount of time. 🙂,3.0,2025-09-27,True,1
REV01232,Sports & Outdoors,Dumbbell Set,Works like a charm. It's comfortable and fits perfectly. ❤️,4.0,2025-11-02,True,2
REV00356,Home & Kitchen,Bedsheet Set,<br>This is exactly what I needed. The packaging was neat and nothing was damaged. ✨,5.0,2025-08-19,True,2
REV00716,Books & Media,Fiction Novel,Couldn't be happier with this purchase. Customer service was quick to respond when I had a question. 🔥,4.0,2024-01-10,True,2
REV00979,Books & Media,Comic Collection,"Five stars, no doubt. It's comfortable and fits perfectly. ✨",5.0,2024-06-09,False,1
REV00285,Fashion,Denim Jacket,I'm so impressed with the quality. Battery life lasts way longer than advertised. 🔥,5.0,2024-03-23,True,1
REV00607,Home & Kitchen,Bedsheet Set,One of the worst products I've bought online. I found scratches on it right out of the packaging. 😡,2.0,2024-05-07,True,4
REV01077,Sports & Outdoors,Yoga Mat,Absolutely loved this product! Setup was simple and took less than five minutes. 🔥,5.0,2025-06-20,False,5
REV00267,Beauty & Personal Care,Hair Dryer,&amp;Best purchase I've made this year. It looks even better than the pictures online. 👍 but I wish it came in more color options.,5.0,2024-11-23,False,2
REV01191,Books & Media,Self-Help Book,Fantastic value for the price. The build quality feels premium and sturdy. 🔥 www.shopreview-site.com/r/12345,5.0,2024-09-18,True,5
REV01722,Fashion,Leather Wallet,Average quality for the price. Shipping took the standard amount of time.,3.0,2024-03-04,False,16
REV00680,Electronics,Laptop Stand,,3.0,2025-12-05,True,2
REV00521,Books & Media,Comic Collection,Highly recommend this to everyone. The packaging was neat and nothing was damaged. 👍,4.0,2024-03-09,True,4
REV01213,Sports & Outdoors,Camping Tent,"It works as described, no complaints, no excitement. There are better alternatives but this works fine too. 🤷",3.0,2025-11-09,True,6
REV00611,Beauty & Personal Care,Electric Trimmer,Couldn't be happier with this purchase. My family loves it just as much as I do.,5.0,2024-05-27,True,0
REV00393,Books & Media,Self-Help Book,"it's  an okay product, nothing special. it's a bit bulkier than i expected.",3.0,2025-03-01,False,7
REV01146,Books & Media,Comic Collection,Absolutely loved this product! My family loves it just as much as I do. 👍 although the price is a bit high for what you get.,4.0,2024-01-24,True,0
REV01005,Beauty & Personal Care,Lip Balm Set,This was a complete waste of time. It stopped working after just one week. 😢,1.0,2024-11-18,True,2
REV00783,Home & Kitchen,Non-Stick Pan Set,Works  like a charm. It looks even better than the pictures online.,5.0,2025-05-10,True,1
REV01557,Books & Media,Comic Collection,Couldn't be happier with this purchase. Battery life lasts way longer than advertised. 👍   ,5.0,2024-12-23,True,0
REV01601,Electronics,USB-C Hub,"Five stars, no doubt. It's comfortable and fits perfectly. 👍   ",4.0,2025-08-19,True,2
REV01184,Electronics,Bluetooth Speaker,Very frustrating experience overall. The size was completely different from what was described. 😢,2.0,2024-08-30,True,2
REV01354,Fashion,Leather Wallet,Really disappointed with this purchase. The size was completely different from what was described. 😢,2.0,2024-05-20,False,0
REV01312,Electronics,USB-C Hub,Fantastic value for the price. Customer service was quick to respond when I had a question.,4.0,2025-11-09,True,7
REV00658,Electronics,Wireless Earbuds,Exceeded my expectations. Battery life lasts way longer than advertised. 😊,4.0,2024-10-08,True,3
REV00199,Sports & Outdoors,Yoga Mat,Fantastic value for the price. It looks even better than the pictures online. 🔥,5.0,2024-05-22,True,1
REV01274,Fashion,Denim Jacket,<br>Really disappointed with this purchase. I found scratches on it right out of the packaging.,1.0,2024-05-19,False,1
REV01062,Sports & Outdoors,Yoga Mat,Fantastic value for the price. The color and finish look great in person. 🔥,5.0,2024-02-28,False,1
REV00638,Fashion,Running Shoes,Fantastic  value for the price. It looks even better than the pictures online. ❤️,,2025-03-25,True,0
REV00136,Sports & Outdoors,Dumbbell Set,"Couldn't be happier with this purchase. Delivery was super fast, arrived a day early. 😊",5.0,2024-03-16,True,4
REV00198,Books & Media,Biography,Couldn't be happier with this purchase. It looks even better than the pictures online. ❤️,4.0,2025-07-12,True,8
REV00647,Fashion,Leather Wallet,Couldn't be happier with this purchase. It looks even better than the pictures online. 👍,4.0,2024-01-07,True,3
REV01744,Home & Kitchen,Air Fryer,Highly recommend this to everyone. It's comfortable and fits perfectly. ❤️,4.0,2025-02-07,True,0
REV00194,Home & Kitchen,Vacuum Cleaner,"It's an okay product, nothing special. Packaging was standard, nothing memorable. 🤷",3.0,2025-08-08,True,0
REV00417,Books & Media,Comic Collection,This was a complete waste of time. Customer support never replied to my emails. 👎,2.0,2024-08-24,True,0
REV01508,Fashion,Running Shoes,"Highly recommend this to everyone. Delivery was super fast, arrived a day early. ❤️",4.0,2024-04-22,True,1
REV01311,Fashion,Leather Wallet,<br>This is exactly what I needed. The color and finish look great in person. ✨,5.0,2025-03-03,False,6
REV01550,Electronics,Bluetooth Speaker,"EXTREMELY POOR QUALITY. THE SIZE WAS COMPLETELY DIFFERENT FROM WHAT WAS DESCRIBED. ON THE PLUS SIDE, IT DID ARRIVE QUICKLY.",1.0,2024-03-20,True,1
REV00542,Home & Kitchen,Bedsheet Set,This is exactly what I needed. My family loves it just as much as I do. 😊,4.0,2024-06-09,True,6
REV00288,Books & Media,Self-Help Book,I'm so impressed with the quality. It looks even better than the pictures online.,5.0,2024-02-16,True,8
REV00538,Sports & Outdoors,Camping Tent,,5.0,2024-03-10,True,1
REV00735,Home & Kitchen,Blender,Fantastic value for the price. The build quality feels premium and sturdy. 🔥,5.0,2025-06-29,True,4
REV00757,Electronics,Laptop Stand,Fantastic value for the price. It's comfortable and fits perfectly.,5.0,2024-08-17,True,0
REV01652,Beauty & Personal Care,Face Serum,Fantastic value for the price. The build quality feels premium and sturdy. ❤️,4.0,2024-09-29,True,1
REV01424,Beauty & Personal Care,Sunscreen Lotion,"Best purchase I've made this year. Delivery was super fast, arrived a day early. ❤️ even though customer service was slow to respond.",5.0,2024-07-08,False,0
REV01533,Beauty & Personal Care,Face Serum,Exceeded  my expectations. My family loves it just as much as I do. 👍,5.0,2024-12-15,False,0
REV01139,Home & Kitchen,Electric Kettle,Works like a charm. Battery life lasts way longer than advertised. ✨,5.0,2025-02-06,True,2
REV00019,Fashion,Leather Wallet,"It's an okay product, nothing special. There are better alternatives but this works fine too. 🤷",3.0,2025-07-23,True,0
REV00646,Sports & Outdoors,Camping Tent,Couldn't be happier with this purchase. Setup was simple and took less than five minutes. 🔥,4.0,2025-10-16,True,0
REV00435,Beauty & Personal Care,Moisturizer Cream,Absolutely loved this product! Battery life lasts way longer than advertised. ❤️ http://example-shop.com/review,5.0,2024-11-03,True,8
REV01380,Electronics,Smartwatch,This is exactly what I needed. The build quality feels premium and sturdy.,5.0,2025-04-16,True,0
REV00962,Beauty & Personal Care,Hair Dryer,Best purchase I've made this year. The packaging was neat and nothing was damaged.,4.0,2025-02-18,False,1
REV00844,Home & Kitchen,Non-Stick Pan Set,Exceeded my expectations. It looks even better than the pictures online. 🔥,5.0,2025-06-23,True,2
REV01749,Home & Kitchen,Blender,Fantastic value for the price. The packaging was neat and nothing was damaged. ❤️,5.0,2025-04-30,True,6
REV00446,Fashion,Running Shoes,Fantastic value for the price. The build quality feels premium and sturdy. 😊,5.0,2025-12-07,True,5
REV01605,Fashion,Running Shoes,</p>I'm so impressed with the quality. Customer service was quick to respond when I had a question. 😊,4.0,2024-10-15,True,2
REV01562,Books & Media,Kids Story Set,Extremely poor quality. Customer support never replied to my emails.,1.0,2024-07-02,True,1
REV00676,Electronics,Power Bank,I'm so impressed with the quality. It looks even better than the pictures online. ❤️ http://example-shop.com/review,5.0,2025-11-16,True,2
REV00760,Electronics,USB-C Hub,"It's  an okay product, nothing special. It's comparable to other products in this price range. 🙂",3.0,2025-08-20,True,7
REV01156,Books & Media,Fiction Novel,   ,4.0,2024-08-02,True,6
REV00440,Home & Kitchen,Vacuum Cleaner,Not worth the money at all. It doesn't match the pictures shown online at all. 👎,1.0,2024-02-08,True,0
REV00981,Beauty & Personal Care,Hair Dryer,Really disappointed with this purchase. The stitching came apart almost immediately. 👎,,2024-11-28,True,1
REV01114,Home & Kitchen,Non-Stick Pan Set,Average quality for the price. There are better alternatives but this works fine too.,3.0,2024-09-13,False,2
REV00725,Home & Kitchen,Blender,Works like a charm. It's comfortable and fits perfectly. 👍 http://example-shop.com/review,5.0,2024-05-17,True,3
REV01511,Fashion,Sunglasses,Does  the job but nothing extraordinary. There are better alternatives but this works fine too. 🤷,3.0,2024-02-28,True,1
REV01295,Electronics,Smartwatch,"It's fine, meets basic expectations. Some features could be improved in future versions. 🙂",3.0,2025-06-20,False,3
REV00793,Home & Kitchen,Vacuum Cleaner,Fantastic value for the price. It's comfortable and fits perfectly. 🔥 but the delivery experience could definitely be better.,5.0,2024-12-02,True,0
REV00787,Home & Kitchen,Vacuum Cleaner,Best purchase I've made this year. Battery life lasts way longer than advertised. ❤️,5.0,2024-08-01,False,5
REV00827,Electronics,Wireless Earbuds,"It's fine, meets basic expectations. Some features could be improved in future versions. 🙂",3.0,2024-03-31,True,1
REV01620,Sports & Outdoors,Water Bottle,Absolutely loved this product! My family loves it just as much as I do. ❤️,4.0,2025-03-24,True,2
REV01432,Sports & Outdoors,Cycling Helmet,Highly recommend this to everyone. Battery life lasts way longer than advertised. 👍,5.0,2024-09-21,True,2
REV01148,Electronics,USB-C Hub,Not worth the money at all. The size was completely different from what was described. 😢,1.0,2025-12-07,True,0
REV00310,Home & Kitchen,Vacuum Cleaner,"Five stars, no doubt. Setup was simple and took less than five minutes. 🔥",5.0,2025-07-14,False,4
REV00487,Beauty & Personal Care,Face Serum,Absolutely loved this product! The build quality feels premium and sturdy. 👍,5.0,2025-05-02,True,0
REV01381,Books & Media,Fiction Novel,Really  disappointed with this purchase. It arrived late and the box was damaged.,2.0,2024-02-12,True,0
REV00878,Electronics,Wireless Earbuds,Best purchase I've made this year. My family loves it just as much as I do. 👍,5.0,2025-02-11,True,4
REV00693,Home & Kitchen,Bedsheet Set,Absolutely loved this product! Customer service was quick to respond when I had a question. ❤️,5.0,2024-06-14,True,1
REV00491,Electronics,USB-C Hub,"Five  stars, no doubt. Setup was simple and took less than five minutes. 👍",4.0,2025-07-04,True,4
REV00559,Electronics,USB-C Hub,Very frustrating experience overall. The material feels cheap and flimsy. 😡,2.0,2025-01-06,False,6
REV00049,Books & Media,Cookbook,,4.0,2025-04-15,True,1
REV01655,Electronics,USB-C Hub,Couldn't be happier with this purchase. The color and finish look great in person.,4.0,2025-03-11,False,1
REV00613,Electronics,Laptop Stand,,4.0,2024-10-28,True,3
REV01558,Beauty & Personal Care,Electric Trimmer,"Not bad, but not great either. Good enough for occasional use.   ",3.0,2025-03-06,False,6
REV01794,Home & Kitchen,Blender,"five stars, no doubt. it looks even better than the pictures online. 🔥",4.0,2025-12-24,True,4
REV00561,Fashion,Cotton T-Shirt,I'm  so impressed with the quality. Customer service was quick to respond when I had a question. 🔥,5.0,2025-05-18,True,9
REV01487,Home & Kitchen,Blender,"Five  stars, no doubt. The build quality feels premium and sturdy. 😊",5.0,2024-08-07,False,3
REV01800,Fashion,Sunglasses,&amp;Exceeded my expectations. The build quality feels premium and sturdy. ✨,4.0,2024-08-29,True,3
REV00873,Electronics,Smartwatch,"fantastic value for the price. delivery was super fast, arrived a day early. ✨",4.0,2025-09-19,False,1
REV00031,Home & Kitchen,Electric Kettle,Works like a charm. The packaging was neat and nothing was damaged.,4.0,2024-09-28,True,0
REV01711,Electronics,Bluetooth Speaker,I'm so impressed with the quality. The build quality feels premium and sturdy. ❤️,5.0,2024-06-01,True,2
REV01128,Electronics,Bluetooth Speaker,"Five stars, no doubt. The color and finish look great in person. 🔥",5.0,2024-07-23,False,2
REV00554,Home & Kitchen,Non-Stick Pan Set,Absolutely loved this product! Setup was simple and took less than five minutes. ❤️   ,4.0,2024-03-26,True,4
REV00764,Books & Media,Biography,"Does the job but nothing extraordinary. It does what it says, just don't expect much extra. 🙂   ",3.0,2024-01-14,True,1
REV01421,Home & Kitchen,Electric Kettle,Works like a charm. It's comfortable and fits perfectly. 😊,4.0,2024-11-05,True,4
REV01392,Fashion,Denim Jacket,Highly recommend this to everyone. My family loves it just as much as I do. 😊 even though customer service was slow to respond. http://example-shop.com/review,5.0,2025-06-10,True,4
REV00775,Electronics,Bluetooth Speaker,</p>This broke within a few days of use. It doesn't match the pictures shown online at all. 👎,1.0,2025-04-16,True,3
REV00130,Home & Kitchen,Blender,This is exactly what I needed. Setup was simple and took less than five minutes.,4.0,2025-11-26,True,0
REV00636,Fashion,Running Shoes,<p>Highly recommend this to everyone. The packaging was neat and nothing was damaged. ✨,5.0,2024-08-19,False,5
REV00556,Sports & Outdoors,Resistance Bands,Couldn't be happier with this purchase. It's comfortable and fits perfectly. ❤️,5.0,2025-02-03,False,0
REV00849,Fashion,Backpack,Would not recommend this to anyone. The instructions were confusing and unclear. www.shopreview-site.com/r/12345,1.0,2025-02-12,False,0
REV01125,Sports & Outdoors,Camping Tent,Couldn't be happier with this purchase. Battery life lasts way longer than advertised.,4.0,2025-08-30,True,0
REV00456,Sports & Outdoors,Water Bottle,This is exactly what I needed. Customer service was quick to respond when I had a question. ❤️ although it took longer to arrive than promised. https://bit.ly/3xample,4.0,2024-02-01,True,0
REV00164,Books & Media,Self-Help Book,Highly recommend this to everyone. Battery life lasts way longer than advertised. ✨,4.0,2025-12-19,True,2
REV01765,Electronics,Smartwatch,"<p>Five stars, no doubt. Battery life lasts way longer than advertised. ❤️",5.0,2024-02-04,True,1
REV01790,Beauty & Personal Care,Sunscreen Lotion,"Five stars, no doubt. My family loves it just as much as I do. 🔥",5.0,2024-07-03,True,2
REV01335,Fashion,Running Shoes,Couldn't be happier with this purchase. Customer service was quick to respond when I had a question. ❤️,5.0,2025-11-29,True,1
REV01099,Electronics,Bluetooth Speaker,   ,4.0,2025-04-02,True,5
REV00043,Beauty & Personal Care,Hair Dryer,Highly recommend this to everyone. The packaging was neat and nothing was damaged. 🔥 even though customer service was slow to respond.,4.0,2025-09-29,True,1
REV01696,Beauty & Personal Care,Moisturizer Cream,<br>I'm so impressed with the quality. The color and finish look great in person. 😊   ,4.0,2024-04-04,True,6
REV00886,Electronics,Bluetooth Speaker,"HIGHLY RECOMMEND THIS TO EVERYONE. DELIVERY WAS SUPER FAST, ARRIVED A DAY EARLY. 👍",4.0,2025-10-30,False,4
REV01737,Books & Media,Cookbook,This is exactly what I needed. It looks even better than the pictures online. 👍,4.0,2024-11-29,True,3
REV01510,Books & Media,Fiction Novel,Would not recommend this to anyone. Customer support never replied to my emails. 👎,1.0,2024-07-17,True,4
REV00282,Fashion,Backpack,This broke within a few days of use. It doesn't match the pictures shown online at all. 😢,2.0,2024-05-11,True,0
REV00934,Books & Media,Comic Collection,Would  not recommend this to anyone. It arrived late and the box was damaged.,1.0,2025-08-24,True,0
REV01629,Electronics,Laptop Stand,Highly recommend this to everyone. The color and finish look great in person. 👍,5.0,2024-02-23,True,0
REV00960,Sports & Outdoors,Dumbbell Set,I'm so impressed with the quality. Battery life lasts way longer than advertised. ❤️,4.0,2024-05-21,True,1
REV01365,Home & Kitchen,Blender,"Not bad, but not great either. I might consider other brands next time. 🙂",3.0,2025-06-07,False,1
REV01029,Books & Media,Self-Help Book,Highly recommend this to everyone. My family loves it just as much as I do. 🔥,4.0,2024-04-08,True,1
REV01124,Electronics,Wireless Earbuds,I want a refund immediately. There was a strange smell straight out of the box. 💔,1.0,2025-05-02,True,5
REV00171,Fashion,Denim Jacket,Fantastic value for the price. Battery life lasts way longer than advertised. 👍,4.0,2024-01-17,True,1
REV01773,Fashion,Cotton T-Shirt,<p>Absolutely loved this product! It looks even better than the pictures online. 👍,5.0,2024-05-22,True,0
REV01310,Home & Kitchen,Air Fryer,Works like a charm. Setup was simple and took less than five minutes. ✨,5.0,2024-08-16,True,1
REV01068,Beauty & Personal Care,Hair Dryer,I'm  so impressed with the quality. Battery life lasts way longer than advertised.,5.0,2025-07-24,True,6
REV00997,Beauty & Personal Care,Hair Dryer,Absolutely  loved this product! The color and finish look great in person. ❤️,4.0,2025-06-19,True,0
REV01268,Fashion,Denim Jacket,Best purchase I've made this year. Setup was simple and took less than five minutes. 🔥 but I wish it came in more color options.,5.0,2025-10-04,True,5
REV00239,Books & Media,Biography,this was a complete waste of time. it arrived late and the box was damaged. 👎,1.0,2024-08-25,False,2
REV00402,Electronics,Smartwatch,couldn't be happier with this purchase. the build quality feels premium and sturdy.,4.0,2024-08-14,True,2
REV00597,Electronics,Laptop Stand,I'm so impressed with the quality. My family loves it just as much as I do. ❤️,4.0,2025-12-07,False,2
REV00668,Fashion,Leather Wallet,Exceeded my expectations. The packaging was neat and nothing was damaged. ✨,5.0,2024-04-03,True,3
REV00513,Home & Kitchen,Bedsheet Set,Highly recommend this to everyone. My family loves it just as much as I do. ❤️,5.0,2025-03-28,True,1
REV01373,Books & Media,Self-Help Book,I'm so impressed with the quality. My family loves it just as much as I do.,4.0,2024-06-01,True,4
REV00380,Beauty & Personal Care,Electric Trimmer,couldn't be happier with this purchase. my family loves it just as much as i do. 👍,5.0,2025-03-24,True,4
REV00924,Beauty & Personal Care,Hair Dryer,Very frustrating experience overall. The material feels cheap and flimsy. 💔,2.0,2025-10-07,False,0
REV01342,Sports & Outdoors,Camping Tent,This broke within a few days of use. The material feels cheap and flimsy. 💔,1.0,2025-11-10,False,1
REV00156,Home & Kitchen,Blender,Highly recommend this to everyone. Customer service was quick to respond when I had a question. 😊,4.0,2024-02-23,True,0
