review_id,product_category,product_name,review_text,rating,review_date,verified_purchase,helpful_votes,clean_tokens,vader_compound,vader_pos,vader_neu,vader_neg,sentiment_label,dominant_emotion
REV00286,Books & Media,Fiction Novel,"Five stars, no doubt. The build quality feels premium and sturdy. 😊",4,2024-03-31,True,4,five star doubt build quality feel premium sturdy,0.797,0.384,0.616,0.0,Positive,Trust
REV01407,Sports & Outdoors,Yoga Mat,I'm so impressed with the quality. Battery life lasts way longer than advertised.,5,2024-05-30,False,0,impressed quality battery life last way longer advertised,0.5256,0.22,0.78,0.0,Positive,None Detected
REV01284,Books & Media,Self-Help Book,"Not bad, but not great either. Packaging was standard, nothing memorable.",3,2025-01-22,True,0,not bad not great either packaging standard nothing memorable,-0.5448,0.125,0.586,0.289,Negative,Anger
REV01494,Books & Media,Comic Collection,I regret buying this. It stopped working after just one week. 👎,1,2024-01-03,True,2,regret buying stopped working one week,-0.5719,0.0,0.701,0.299,Negative,Sadness
REV00313,Beauty & Personal Care,Face Serum,"Works like a charm. Delivery was super fast, arrived a day early. 😊",4,2024-09-13,True,1,work like charm delivery super fast arrived day early,0.9337,0.557,0.443,0.0,Positive,None Detected
REV00296,Home & Kitchen,Vacuum Cleaner,"Not worth the money at all. It arrived late and the box was damaged. 😡 On the plus side, it did arrive quickly.",2,2024-10-01,False,3,not worth money arrived late box damaged plus side arrive quickly,-0.5523,0.0,0.828,0.172,Negative,Anticipation
REV01743,Beauty & Personal Care,Sunscreen Lotion,I'm so impressed with the quality. My family loves it just as much as I do.,4,2024-07-09,False,2,impressed quality family love much,0.796,0.336,0.664,0.0,Positive,Joy
REV00812,Books & Media,Self-Help Book,"Highly recommend this to everyone. Delivery was super fast, arrived a day early. 👍",4,2024-04-19,True,9,highly recommend everyone delivery super fast arrived day early,0.7713,0.34,0.66,0.0,Positive,Trust
REV01018,Books & Media,Comic Collection,I'm so impressed with the quality. The color and finish look great in person. ❤️,4,2024-04-13,True,1,impressed quality color finish look great person,0.8173,0.349,0.651,0.0,Positive,None Detected
REV01741,Beauty & Personal Care,Hair Dryer,Would not recommend this to anyone. The instructions were confusing and unclear. 😡,2,2025-03-08,True,2,would not recommend anyone instruction confusing unclear,-0.6136,0.0,0.647,0.353,Negative,Trust
REV01036,Beauty & Personal Care,Face Serum,Exceeded my expectations. It's comfortable and fits perfectly.,5,2025-05-31,True,2,exceeded expectation comfortable fit perfectly,0.8176,0.556,0.444,0.0,Positive,Anticipation
REV00927,Fashion,Sunglasses,Fantastic value for the price. It's comfortable and fits perfectly. 🔥,5,2024-03-24,False,5,fantastic value price comfortable fit perfectly,0.9022,0.616,0.274,0.11,Positive,None Detected
REV01355,Sports & Outdoors,Cycling Helmet,One of the worst products I've bought online. The material feels cheap and flimsy. 😢,1,2024-06-20,True,1,one worst product ive bought online material feel cheap flimsy,-0.802,0.0,0.66,0.34,Negative,None Detected
REV00664,Beauty & Personal Care,Hair Dryer,Reasonable purchase overall. Shipping took the standard amount of time. 🤷,3,2025-07-20,True,4,reasonable purchase overall shipping took standard amount time,0.0,0.0,1.0,0.0,Neutral,Anticipation
REV01133,Sports & Outdoors,Yoga Mat,Highly recommend this to everyone. Battery life lasts way longer than advertised. ✨,4,2024-05-23,True,2,highly recommend everyone battery life last way longer advertised,0.624,0.316,0.684,0.0,Positive,Trust
REV00591,Books & Media,Kids Story Set,Couldn't be happier with this purchase. It's comfortable and fits perfectly. ❤️ but I wish it came in more color options.,5,2025-05-14,True,1,couldnt happier purchase comfortable fit perfectly wish came color option,0.7515,0.294,0.639,0.067,Positive,None Detected
REV00673,Fashion,Cotton T-Shirt,Fantastic value for the price. My family loves it just as much as I do. 🔥 although it took longer to arrive than promised.,5,2024-06-14,True,1,fantastic value price family love much although took longer arrive promised,0.8689,0.363,0.565,0.071,Positive,Joy
REV00132,Home & Kitchen,Electric Kettle,I want a refund immediately. It arrived late and the box was damaged.,2,2024-07-09,True,2,want refund immediately arrived late box damaged,-0.3818,0.086,0.724,0.191,Negative,Anticipation
REV01721,Books & Media,Comic Collection,"Highly recommend this to everyone. Delivery was super fast, arrived a day early.",4,2025-06-24,True,2,highly recommend everyone delivery super fast arrived day early,0.7713,0.378,0.622,0.0,Positive,Trust
REV00689,Electronics,Bluetooth Speaker,Couldn't be happier with this purchase. It's comfortable and fits perfectly. 👍,4,2025-05-07,True,2,couldnt happier purchase comfortable fit perfectly,0.6931,0.37,0.493,0.137,Positive,None Detected
REV00626,Home & Kitchen,Bedsheet Set,This is exactly what I needed. Battery life lasts way longer than advertised.,5,2024-04-01,True,1,exactly needed battery life last way longer advertised,0.0,0.0,1.0,0.0,Neutral,None Detected
REV00862,Fashion,Backpack,Average quality for the price. It's comparable to other products in this price range.,3,2025-11-05,True,0,average quality price comparable product price range,0.0,0.0,1.0,0.0,Neutral,None Detected
REV01188,Beauty & Personal Care,Sunscreen Lotion,This is exactly what I needed. The build quality feels premium and sturdy. ✨,5,2024-01-22,True,0,exactly needed build quality feel premium sturdy,0.3182,0.15,0.85,0.0,Positive,None Detected
REV00645,Beauty & Personal Care,Electric Trimmer,Would not recommend this to anyone. It stopped working after just one week. 👎,1,2024-12-05,False,0,would not recommend anyone stopped working one week,-0.4606,0.0,0.764,0.236,Negative,Trust
REV00527,Electronics,Wireless Earbuds,Best purchase I've made this year. The build quality feels premium and sturdy. 🔥,5,2024-12-16,True,4,best purchase ive made year build quality feel premium sturdy,0.4215,0.226,0.645,0.129,Positive,None Detected
REV00499,Books & Media,Comic Collection,this is exactly what i needed. it looks even better than the pictures online. 👍,5,2025-08-07,True,0,exactly needed look even better picture online,0.4404,0.162,0.838,0.0,Positive,None Detected
REV01639,Electronics,Power Bank,Exceeded my expectations. The build quality feels premium and sturdy. ❤️,5,2025-04-10,True,1,exceeded expectation build quality feel premium sturdy,0.0,0.0,1.0,0.0,Neutral,Anticipation
REV00784,Home & Kitchen,Air Fryer,Highly recommend this to everyone. The build quality feels premium and sturdy. ❤️,5,2024-05-12,True,0,highly recommend everyone build quality feel premium sturdy,0.4201,0.177,0.823,0.0,Positive,Trust
REV00128,Books & Media,Biography,One of the worst products I've bought online. There was a strange smell straight out of the box. 👎,2,2024-03-21,True,2,one worst product ive bought online strange smell straight box,-0.6124,0.077,0.685,0.238,Negative,Anger
REV00251,Fashion,Denim Jacket,i'm so impressed with the quality. the color and finish look great in person. ❤️,5,2025-07-30,False,2,impressed quality color finish look great person,0.8173,0.349,0.651,0.0,Positive,None Detected
REV00596,Electronics,Wireless Earbuds,Extremely poor quality. The size was completely different from what was described. 😢,1,2024-04-26,True,2,extremely poor quality size completely different described,-0.7574,0.0,0.649,0.351,Negative,None Detected
REV00953,Electronics,Smartwatch,"Five stars, no doubt. Setup was simple and took less than five minutes. 👍",5,2025-02-12,True,0,five star doubt setup simple took less five minute,0.2755,0.131,0.869,0.0,Positive,Trust
REV00163,Books & Media,Kids Story Set,Absolutely loved this product! Setup was simple and took less than five minutes.,5,2025-12-21,True,4,absolutely loved product setup simple took less five minute,0.6689,0.272,0.728,0.0,Positive,None Detected
REV00825,Home & Kitchen,Non-Stick Pan Set,this is exactly what i needed. the build quality feels premium and sturdy. ✨,5,2024-12-20,True,3,exactly needed build quality feel premium sturdy,0.3182,0.15,0.85,0.0,Positive,None Detected
REV01451,Electronics,Wireless Earbuds,Very frustrating experience overall. I found scratches on it right out of the packaging. 💔,2,2025-04-05,True,4,frustrating experience overall found scratch right packaging,-0.2716,0.179,0.553,0.268,Negative,Joy
REV00444,Home & Kitchen,Electric Kettle,Works like a charm. Battery life lasts way longer than advertised. 🔥,5,2024-04-14,True,0,work like charm battery life last way longer advertised,0.4215,0.313,0.542,0.145,Positive,None Detected
REV00098,Sports & Outdoors,Water Bottle,COULDN'T BE HAPPIER WITH THIS PURCHASE. IT'S COMFORTABLE AND FITS PERFECTLY. 😊,4,2024-12-25,True,1,couldnt happier purchase comfortable fit perfectly,0.9126,0.511,0.376,0.113,Positive,None Detected
REV00353,Electronics,Wireless Earbuds,I regret buying this. It doesn't match the pictures shown online at all.,1,2025-02-14,True,13,regret buying doesnt match picture shown online,-0.4215,0.0,0.811,0.189,Negative,Sadness
REV00429,Sports & Outdoors,Camping Tent,"very frustrating experience overall. i found scratches on it right out of the packaging. 👎 on the plus side, it did arrive quickly.",1,2024-11-01,True,1,frustrating experience overall found scratch right packaging plus side arrive quickly,-0.4927,0.0,0.878,0.122,Negative,Joy
REV01272,Home & Kitchen,Blender,I'm so impressed with the quality. The build quality feels premium and sturdy. 👍,5,2025-12-12,True,2,impressed quality build quality feel premium sturdy,0.5256,0.195,0.805,0.0,Positive,None Detected
REV00832,Sports & Outdoors,Water Bottle,Works like a charm. Battery life lasts way longer than advertised. ❤️,5,2025-01-29,False,2,work like charm battery life last way longer advertised,0.6369,0.321,0.679,0.0,Positive,None Detected
REV00674,Electronics,Laptop Stand,EXCEEDED MY EXPECTATIONS. CUSTOMER SERVICE WAS QUICK TO RESPOND WHEN I HAD A QUESTION. ❤️ BUT I WISH IT CAME IN MORE COLOR OPTIONS.,4,2024-02-05,False,1,exceeded expectation customer service quick respond question wish came color option,0.6858,0.162,0.838,0.0,Positive,None Detected
REV00507,Fashion,Sunglasses,Absolutely loved this product! Setup was simple and took less than five minutes. 🔥,5,2024-10-25,True,0,absolutely loved product setup simple took less five minute,0.474,0.237,0.635,0.127,Positive,None Detected
REV00656,Sports & Outdoors,Camping Tent,Would not recommend this to anyone. The stitching came apart almost immediately. 😡,1,2024-11-20,True,6,would not recommend anyone stitching came apart almost immediately,-0.2755,0.0,0.86,0.14,Negative,Trust
REV01003,Electronics,Smartwatch,"It's fine, meets basic expectations. Packaging was standard, nothing memorable.",3,2024-08-03,True,4,fine meet basic expectation packaging standard nothing memorable,0.2023,0.167,0.833,0.0,Positive,Anticipation
REV00331,Electronics,Bluetooth Speaker,"Couldn't be happier with this purchase. Delivery was super fast, arrived a day early. 👍",4,2025-01-08,False,12,couldnt happier purchase delivery super fast arrived day early,0.2787,0.189,0.677,0.134,Positive,None Detected
REV01353,Electronics,Wireless Earbuds,"Five stars, no doubt. Customer service was quick to respond when I had a question. 🔥",5,2025-09-11,True,4,five star doubt customer service quick respond question,-0.0747,0.114,0.756,0.13,Negative,Trust
REV00337,Fashion,Leather Wallet,I regret buying this. Customer support never replied to my emails.,1,2024-08-12,True,2,regret buying customer support never replied email,-0.0258,0.186,0.621,0.193,Neutral,Sadness
REV00700,Electronics,Wireless Earbuds,I'm so impressed with the quality. It's comfortable and fits perfectly. 😊,4,2025-09-10,True,3,impressed quality comfortable fit perfectly,0.9509,0.606,0.394,0.0,Positive,None Detected
REV01328,Beauty & Personal Care,Moisturizer Cream,"Works like a charm. Delivery was super fast, arrived a day early. 👍",5,2024-06-14,True,1,work like charm delivery super fast arrived day early,0.8442,0.453,0.547,0.0,Positive,None Detected
REV00327,Fashion,Sunglasses,I'm so impressed with the quality. Customer service was quick to respond when I had a question.,4,2025-10-25,True,4,impressed quality customer service quick respond question,0.5256,0.175,0.825,0.0,Positive,None Detected
REV00940,Home & Kitchen,Blender,"It's fine, meets basic expectations. Some features could be improved in future versions.",3,2025-09-13,True,2,fine meet basic expectation feature could improved future version,0.5994,0.308,0.692,0.0,Positive,Anticipation
REV00089,Sports & Outdoors,Dumbbell Set,couldn't be happier with this purchase. it looks even better than the pictures online. 👍,5,2024-09-13,True,1,couldnt happier purchase look even better picture online,0.032,0.147,0.712,0.141,Neutral,None Detected
REV00112,Books & Media,Comic Collection,"Extremely poor quality. It arrived late and the box was damaged. 😢 On the plus side, it did arrive quickly.",2,2024-06-02,True,1,extremely poor quality arrived late box damaged plus side arrive quickly,-0.8553,0.0,0.657,0.343,Negative,Sadness
REV00622,Home & Kitchen,Vacuum Cleaner,Exceeded my expectations. The build quality feels premium and sturdy. 👍,5,2024-10-02,True,5,exceeded expectation build quality feel premium sturdy,0.0,0.0,1.0,0.0,Neutral,Anticipation
REV00350,Books & Media,Kids Story Set,This was a complete waste of time. The size was completely different from what was described.,2,2025-07-24,True,1,complete waste time size completely different described,-0.4215,0.0,0.843,0.157,Negative,Disgust
REV01411,Beauty & Personal Care,Sunscreen Lotion,Exceeded my expectations. Setup was simple and took less than five minutes. ✨,5,2025-08-27,True,0,exceeded expectation setup simple took less five minute,0.3182,0.161,0.839,0.0,Positive,Anticipation
REV00455,Books & Media,Cookbook,"Not bad, but not great either. Good enough for occasional use.",3,2024-04-01,True,1,not bad not great either good enough occasional use,-0.7667,0.11,0.458,0.432,Negative,Anger
REV01391,Sports & Outdoors,Resistance Bands,I want a refund immediately. There was a strange smell straight out of the box. 💔,1,2025-01-15,True,5,want refund immediately strange smell straight box,0.3612,0.305,0.494,0.202,Positive,Anticipation
REV00306,Home & Kitchen,Blender,"This broke within a few days of use. There was a strange smell straight out of the box. 😡 On the plus side, it did arrive quickly.",1,2025-09-17,True,4,broke within day use strange smell straight box plus side arrive quickly,-0.4019,0.06,0.794,0.146,Negative,Fear
REV01791,Electronics,Bluetooth Speaker,"This is exactly what I needed. Delivery was super fast, arrived a day early. 🔥",4,2025-05-21,True,5,exactly needed delivery super fast arrived day early,0.3612,0.202,0.674,0.124,Positive,None Detected
REV01636,Fashion,Leather Wallet,Average quality for the price. The design is simple but functional. 🙂,3,2025-10-17,True,0,average quality price design simple functional,0.5515,0.215,0.785,0.0,Positive,None Detected
REV00070,Beauty & Personal Care,Electric Trimmer,Works like a charm. Setup was simple and took less than five minutes. 😊,4,2025-07-05,True,10,work like charm setup simple took less five minute,0.8807,0.444,0.556,0.0,Positive,None Detected
REV00530,Electronics,Laptop Stand,I'm so impressed with the quality. The color and finish look great in person. 👍,4,2024-12-22,True,2,impressed quality color finish look great person,0.8173,0.349,0.651,0.0,Positive,None Detected
REV00202,Beauty & Personal Care,Electric Trimmer,"This is exactly what I needed. Delivery was super fast, arrived a day early. 😊 but the delivery experience could definitely be better.",4,2025-02-04,True,5,exactly needed delivery super fast arrived day early delivery experience could definitely better,0.9161,0.386,0.614,0.0,Positive,Anticipation
REV00936,Electronics,Laptop Stand,best purchase i've made this year. customer service was quick to respond when i had a question. 👍,5,2024-11-30,True,0,best purchase ive made year customer service quick respond question,0.6369,0.189,0.811,0.0,Positive,None Detected
REV01534,Fashion,Denim Jacket,I want a refund immediately. It doesn't match the pictures shown online at all. 💔,1,2024-10-12,False,10,want refund immediately doesnt match picture shown online,0.34,0.255,0.602,0.144,Positive,Anticipation
REV01278,Books & Media,Kids Story Set,Really disappointed with this purchase. Customer support never replied to my emails. 😢,1,2024-06-12,True,9,really disappointed purchase customer support never replied email,-0.5849,0.134,0.545,0.322,Negative,Anger
REV01467,Books & Media,Comic Collection,"This broke within a few days of use. Customer support never replied to my emails. 😢 On the plus side, it did arrive quickly.",1,2025-09-09,False,2,broke within day use customer support never replied email plus side arrive quickly,-0.4939,0.088,0.719,0.193,Negative,Fear
REV00332,Beauty & Personal Care,Hair Dryer,Absolutely loved this product! Battery life lasts way longer than advertised. 👍,4,2024-12-05,False,0,absolutely loved product battery life last way longer advertised,0.6689,0.272,0.728,0.0,Positive,None Detected
REV00147,Electronics,Power Bank,"Five stars, no doubt. Battery life lasts way longer than advertised. ✨",5,2024-05-20,True,1,five star doubt battery life last way longer advertised,0.5283,0.306,0.694,0.0,Positive,Trust
REV00061,Fashion,Cotton T-Shirt,Couldn't be happier with this purchase. It looks even better than the pictures online. 🔥 but the delivery experience could definitely be better.,5,2024-11-10,True,6,couldnt happier purchase look even better picture online delivery experience could definitely better,0.7758,0.302,0.582,0.116,Positive,Anticipation
REV01154,Sports & Outdoors,Yoga Mat,Very frustrating experience overall. The material feels cheap and flimsy. 😢,1,2024-04-29,True,2,frustrating experience overall material feel cheap flimsy,-0.7425,0.0,0.614,0.386,Negative,None Detected
REV00525,Home & Kitchen,Bedsheet Set,"Five stars, no doubt. Delivery was super fast, arrived a day early. ✨",5,2024-06-15,True,0,five star doubt delivery super fast arrived day early,0.8079,0.454,0.546,0.0,Positive,Trust
REV00920,Home & Kitchen,Electric Kettle,Absolutely loved this product! It looks even better than the pictures online.,5,2024-05-14,False,0,absolutely loved product look even better picture online,0.8118,0.425,0.575,0.0,Positive,None Detected
REV00489,Home & Kitchen,Electric Kettle,THIS IS EXACTLY WHAT I NEEDED. THE BUILD QUALITY FEELS PREMIUM AND STURDY. ✨,4,2024-08-12,True,0,exactly needed build quality feel premium sturdy,0.3182,0.15,0.85,0.0,Positive,None Detected
REV00911,Beauty & Personal Care,Hair Dryer,"It's fine, meets basic expectations. Packaging was standard, nothing memorable. 🤷",3,2024-03-31,False,0,fine meet basic expectation packaging standard nothing memorable,0.2023,0.141,0.859,0.0,Positive,Anticipation
REV01694,Fashion,Sunglasses,"It's exactly what was advertised, nothing more. There are better alternatives but this works fine too. 🤷",3,2024-06-19,True,2,exactly advertised nothing better alternative work fine,0.5076,0.211,0.789,0.0,Positive,None Detected
REV01006,Beauty & Personal Care,Sunscreen Lotion,One of the worst products I've bought online. The instructions were confusing and unclear. 😡,1,2024-10-07,True,0,one worst product ive bought online instruction confusing unclear,-0.7906,0.0,0.619,0.381,Negative,Trust
REV00235,Electronics,Smartwatch,"It's an okay product, nothing special. I might consider other brands next time. 🤷",3,2025-11-02,True,9,okay product nothing special might consider brand next time,-0.092,0.111,0.758,0.132,Negative,Joy
REV00472,Electronics,Laptop Stand,Exceeded my expectations. The build quality feels premium and sturdy. ✨,5,2025-09-11,True,5,exceeded expectation build quality feel premium sturdy,0.3182,0.187,0.813,0.0,Positive,Anticipation
REV00314,Electronics,USB-C Hub,Highly recommend this to everyone. It looks even better than the pictures online. ✨ but I wish it came in more color options.,4,2025-07-28,True,4,highly recommend everyone look even better picture online wish came color option,0.7933,0.323,0.677,0.0,Positive,Trust
REV01255,Beauty & Personal Care,Hair Dryer,Absolutely loved this product! The build quality feels premium and sturdy.,5,2025-03-12,True,6,absolutely loved product build quality feel premium sturdy,0.6689,0.31,0.69,0.0,Positive,None Detected
REV01517,Electronics,Power Bank,This is exactly what I needed. The packaging was neat and nothing was damaged. 👍,5,2025-10-24,True,0,exactly needed packaging neat nothing damaged,0.6604,0.279,0.721,0.0,Positive,None Detected
REV01760,Sports & Outdoors,Cycling Helmet,Really disappointed with this purchase. Customer support never replied to my emails. 💔,1,2025-10-21,True,0,really disappointed purchase customer support never replied email,0.1045,0.295,0.427,0.278,Positive,Anger
REV00328,Electronics,Laptop Stand,Works like a charm. Customer service was quick to respond when I had a question. 😊 although it took longer to arrive than promised.,4,2024-12-18,True,0,work like charm customer service quick respond question although took longer arrive promised,0.9136,0.373,0.627,0.0,Positive,Anticipation
REV00565,Beauty & Personal Care,Electric Trimmer,Best purchase I've made this year. The packaging was neat and nothing was damaged. 🔥,4,2025-10-03,True,0,best purchase ive made year packaging neat nothing damaged,0.892,0.514,0.486,0.0,Positive,None Detected
REV01469,Beauty & Personal Care,Face Serum,"Five stars, no doubt. The packaging was neat and nothing was damaged. ✨ although it took longer to arrive than promised.",5,2024-01-19,False,2,five star doubt packaging neat nothing damaged although took longer arrive promised,0.7937,0.358,0.572,0.07,Positive,Anticipation
REV00738,Beauty & Personal Care,Moisturizer Cream,This is exactly what I needed. Customer service was quick to respond when I had a question. ❤️,4,2024-10-24,True,3,exactly needed customer service quick respond question,0.0,0.0,1.0,0.0,Neutral,None Detected
REV00480,Home & Kitchen,Vacuum Cleaner,Not worth the money at all. It doesn't match the pictures shown online at all. 👎,2,2025-07-07,True,4,not worth money doesnt match picture shown online,-0.1695,0.0,0.906,0.094,Negative,Anger
REV01372,Sports & Outdoors,Cycling Helmet,"IT'S AN OKAY PRODUCT, NOTHING SPECIAL. THE DESIGN IS SIMPLE BUT FUNCTIONAL.",3,2025-06-23,False,0,okay product nothing special design simple functional,-0.0462,0.111,0.765,0.125,Neutral,None Detected
REV00729,Sports & Outdoors,Cycling Helmet,Exceeded my expectations. Battery life lasts way longer than advertised. even though customer service was slow to respond.,5,2024-08-15,True,3,exceeded expectation battery life last way longer advertised even though customer service slow respond,0.0,0.0,1.0,0.0,Neutral,Anticipation
REV00473,Books & Media,Comic Collection,Middle of the road experience. The design is simple but functional. 🙂,3,2024-10-10,True,0,middle road experience design simple functional,0.5515,0.215,0.785,0.0,Positive,None Detected
REV00133,Beauty & Personal Care,Sunscreen Lotion,Exceeded my expectations. Setup was simple and took less than five minutes. ❤️,5,2024-05-18,False,4,exceeded expectation setup simple took less five minute,0.0,0.0,1.0,0.0,Neutral,Anticipation
REV00551,Books & Media,Biography,This was a complete waste of time. I found scratches on it right out of the packaging.,1,2025-04-18,True,10,complete waste time found scratch right packaging,-0.4215,0.0,0.851,0.149,Negative,Disgust
REV01329,Beauty & Personal Care,Sunscreen Lotion,Works like a charm. Customer service was quick to respond when I had a question. 😊,5,2025-05-18,True,5,work like charm customer service quick respond question,0.8807,0.412,0.588,0.0,Positive,None Detected
REV00965,Sports & Outdoors,Cycling Helmet,Exceeded my expectations. Customer service was quick to respond when I had a question. 😊,5,2025-04-10,True,0,exceeded expectation customer service quick respond question,0.7184,0.261,0.739,0.0,Positive,Anticipation
REV00807,Electronics,Power Bank,Absolutely loved this product! The build quality feels premium and sturdy. 😊,4,2025-08-08,False,1,absolutely loved product build quality feel premium sturdy,0.8881,0.446,0.554,0.0,Positive,None Detected
REV00299,Books & Media,Comic Collection,Best purchase I've made this year. My family loves it just as much as I do. 🔥 but I wish it came in more color options.,5,2025-06-21,True,0,best purchase ive made year family love much wish came color option,0.7783,0.264,0.683,0.053,Positive,Joy
REV01345,Fashion,Backpack,Works like a charm. The color and finish look great in person. ❤️,4,2025-08-09,False,1,work like charm color finish look great person,0.8519,0.458,0.542,0.0,Positive,None Detected
REV00546,Home & Kitchen,Vacuum Cleaner,Couldn't be happier with this purchase. The packaging was neat and nothing was damaged. ❤️,5,2025-11-14,True,3,couldnt happier purchase packaging neat nothing damaged,0.3879,0.255,0.614,0.131,Positive,None Detected
REV01390,Home & Kitchen,Non-Stick Pan Set,Absolutely loved this product! It looks even better than the pictures online.,4,2025-02-19,False,0,absolutely loved product look even better picture online,0.8118,0.425,0.575,0.0,Positive,None Detected
REV01037,Sports & Outdoors,Dumbbell Set,Average quality for the price. It's a bit bulkier than I expected. 🙂,3,2025-06-27,True,6,average quality price bit bulkier expected,0.4033,0.162,0.838,0.0,Positive,Anticipation
REV00697,Beauty & Personal Care,Lip Balm Set,This was a complete waste of time. The instructions were confusing and unclear. 👎,2,2025-08-03,False,2,complete waste time instruction confusing unclear,-0.6908,0.0,0.642,0.358,Negative,Disgust
REV01762,Beauty & Personal Care,Lip Balm Set,Reasonable purchase overall. It's comparable to other products in this price range. 🤷,3,2025-08-01,False,0,reasonable purchase overall comparable product price range,0.0,0.0,1.0,0.0,Neutral,None Detected
REV00348,Books & Media,Comic Collection,Very frustrating experience overall. It arrived late and the box was damaged. 💔,2,2025-02-22,True,2,frustrating experience overall arrived late box damaged,-0.6115,0.18,0.427,0.393,Negative,Sadness
REV01648,Fashion,Backpack,"Five stars, no doubt. Customer service was quick to respond when I had a question. 😊",5,2024-10-28,True,0,five star doubt customer service quick respond question,0.797,0.323,0.677,0.0,Positive,Trust
REV01358,Electronics,Smartwatch,This was a complete waste of time. There was a strange smell straight out of the box. 👎,1,2024-04-28,True,1,complete waste time strange smell straight box,-0.4019,0.084,0.711,0.204,Negative,Disgust
REV01729,Beauty & Personal Care,Face Serum,Works like a charm. It looks even better than the pictures online. 🔥,4,2024-01-08,True,3,work like charm look even better picture online,0.6908,0.415,0.462,0.123,Positive,None Detected
REV01555,Fashion,Denim Jacket,Fantastic value for the price. The packaging was neat and nothing was damaged.,4,2025-10-26,True,2,fantastic value price packaging neat nothing damaged,0.8861,0.559,0.441,0.0,Positive,None Detected
REV01254,Fashion,Denim Jacket,This is exactly what I needed. Battery life lasts way longer than advertised. 👍,5,2024-09-15,True,1,exactly needed battery life last way longer advertised,0.0,0.0,1.0,0.0,Neutral,None Detected
REV01291,Home & Kitchen,Air Fryer,This was a complete waste of time. The material feels cheap and flimsy. 😢,2,2024-09-20,True,6,complete waste time material feel cheap flimsy,-0.7096,0.0,0.688,0.312,Negative,Disgust
REV00225,Beauty & Personal Care,Hair Dryer,"Exceeded my expectations. Delivery was super fast, arrived a day early. 👍",4,2024-10-10,True,0,exceeded expectation delivery super fast arrived day early,0.5994,0.245,0.755,0.0,Positive,Anticipation
REV00710,Fashion,Cotton T-Shirt,This is exactly what I needed. The color and finish look great in person. although the price is a bit high for what you get.,4,2025-11-26,False,8,exactly needed color finish look great person although price bit high get,0.6249,0.146,0.854,0.0,Positive,None Detected
REV00666,Sports & Outdoors,Yoga Mat,Best purchase I've made this year. Battery life lasts way longer than advertised. 🔥,4,2024-07-30,True,3,best purchase ive made year battery life last way longer advertised,0.4215,0.226,0.645,0.129,Positive,None Detected
REV01666,Home & Kitchen,Air Fryer,ABSOLUTELY LOVED THIS PRODUCT! IT LOOKS EVEN BETTER THAN THE PICTURES ONLINE.,4,2025-06-05,False,4,absolutely loved product look even better picture online,0.8118,0.425,0.575,0.0,Positive,None Detected
REV00731,Sports & Outdoors,Camping Tent,"Couldn't be happier with this purchase. Delivery was super fast, arrived a day early. 😊",4,2025-06-28,True,3,couldnt happier purchase delivery super fast arrived day early,0.7978,0.358,0.542,0.1,Positive,None Detected
REV01325,Electronics,Laptop Stand,Best purchase I've made this year. The build quality feels premium and sturdy. 🔥 but I wish it came in more color options.,4,2025-08-10,False,1,best purchase ive made year build quality feel premium sturdy wish came color option,0.6652,0.221,0.718,0.061,Positive,None Detected
REV00709,Home & Kitchen,Vacuum Cleaner,ONE OF THE WORST PRODUCTS I'VE BOUGHT ONLINE. I FOUND SCRATCHES ON IT RIGHT OUT OF THE PACKAGING. 💔,1,2024-04-28,True,0,one worst product ive bought online found scratch right packaging,-0.5766,0.144,0.584,0.272,Negative,None Detected
REV00857,Electronics,Laptop Stand,EXCEEDED MY EXPECTATIONS. IT LOOKS EVEN BETTER THAN THE PICTURES ONLINE. 👍 ALTHOUGH THE PRICE IS A BIT HIGH FOR WHAT YOU GET.,5,2024-08-28,False,1,exceeded expectation look even better picture online although price bit high get,0.5622,0.136,0.864,0.0,Positive,None Detected
REV01764,Sports & Outdoors,Water Bottle,Absolutely loved this product! The color and finish look great in person. 👍,5,2024-09-07,True,4,absolutely loved product color finish look great person,0.862,0.417,0.583,0.0,Positive,None Detected
REV01470,Electronics,Wireless Earbuds,This is exactly what I needed. It looks even better than the pictures online.,5,2025-04-26,False,0,exactly needed look even better picture online,0.4404,0.182,0.818,0.0,Positive,None Detected
REV01147,Beauty & Personal Care,Face Serum,AVERAGE QUALITY FOR THE PRICE. IT'S A BIT BULKIER THAN I EXPECTED. 🙂,3,2024-01-14,True,2,average quality price bit bulkier expected,0.4033,0.162,0.838,0.0,Positive,None Detected
REV01142,Home & Kitchen,Non-Stick Pan Set,Works like a charm. The build quality feels premium and sturdy. ❤️ but the delivery experience could definitely be better.,4,2025-02-04,True,0,work like charm build quality feel premium sturdy delivery experience could definitely better,0.875,0.393,0.607,0.0,Positive,Anticipation
REV01265,Home & Kitchen,Blender,This broke within a few days of use. It stopped working after just one week. 😡,1,2025-05-16,False,18,broke within day use stopped working one week,-0.5719,0.0,0.761,0.239,Negative,Fear
REV01070,Fashion,Backpack,middle of the road experience. i might consider other brands next time. 🙂,3,2024-06-30,False,5,middle road experience might consider brand next time,0.4033,0.162,0.838,0.0,Positive,Anticipation
REV01568,Books & Media,Kids Story Set,"middle of the road experience. packaging was standard, nothing memorable. 🙂",3,2025-12-08,True,2,middle road experience packaging standard nothing memorable,-0.3101,0.0,0.841,0.159,Negative,Joy
